eventID,occurrenceID,eventDate,verbatimIdentification,occurrenceStatus,basisOfRecord,individualCount,associatedOccurrence,scientficName,taxonRank,kingdom,phylum,class,order,family,genus,scientificNameID
MC118_20130625_NA028046b,NA028-046b_6,2013-06-25,Dorvilleidae,present,HumanObservation,6,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028046b,NA028-046b_7,2013-06-25,Naididae,present,HumanObservation,3,Madrepora,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
MC118_20130625_NA028046b,NA028-046b_8,2013-06-25,Pseudotanaidae,present,HumanObservation,4,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028046b,NA028-046b_9,2013-06-25,Spionidae,present,HumanObservation,1,Madrepora,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC118_20130625_NA028046c,NA028-046c_1,2013-06-25,Capitellidae,present,HumanObservation,1,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028046c,NA028-046c_2,2013-06-25,Cirratulidae,present,HumanObservation,1,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028046c,NA028-046c_3,2013-06-25,Dorvilleidae,present,HumanObservation,1,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028046c,NA028-046c_4,2013-06-25,Pseudotanaidae,present,HumanObservation,1,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028046c,NA028-046c_5,2013-06-25,Syllidae,present,HumanObservation,3,Madrepora,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC118_20130625_NA028046d,NA028-046d_1,2013-06-25,Dorvilleidae,present,HumanObservation,1,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028048a,NA028-048a_1,2013-06-25,Capitellidae,present,HumanObservation,15,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028048a,NA028-048a_2,2013-06-25,Glyceridae,present,HumanObservation,1,Madrepora,Glyceridae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,NA,"urn:lsid:marinespecies.org:taxname:952, urn:lsid:itis.gov:itis_tsn: 66101"
MC118_20130625_NA028048a,NA028-048a_3,2013-06-25,Limifossoridae,present,HumanObservation,1,Madrepora,Limifossoridae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Limifossoridae,NA,"urn:lsid:marinespecies.org:taxname:13583, urn:lsid:itis.gov:itis_tsn: 566902"
MC118_20130625_NA028048a,NA028-048a_4,2013-06-25,Lumbrineridae,present,HumanObservation,1,Madrepora,Lumbrineridae,Family,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,NA,"urn:lsid:marinespecies.org:taxname:967, urn:lsid:itis.gov:itis_tsn: 66335"
MC118_20130625_NA028048a,NA028-048a_5,2013-06-25,Nannastacidae,present,HumanObservation,3,Madrepora,Nannastacidae,Family,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,NA,"urn:lsid:marinespecies.org:taxname:110383, urn:lsid:itis.gov:itis_tsn: 90963"
MC118_20130625_NA028048a,NA028-048a_6,2013-06-25,Nephtyidae,present,HumanObservation,1,Madrepora,Nephtyidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,"urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010"
MC118_20130625_NA028048a,NA028-048a_7,2013-06-25,Pseudotanaidae,present,HumanObservation,16,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028048a,NA028-048a_8,2013-06-25,Spionidae,present,HumanObservation,1,Madrepora,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC118_20130625_NA028048b,NA028-048b_1,2013-06-25,Capitellidae,present,HumanObservation,5,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028048b,NA028-048b_2,2013-06-25,Cirratulidae,present,HumanObservation,2,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028048b,NA028-048b_3,2013-06-25,Dorvilleidae,present,HumanObservation,1,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028048b,NA028-048b_4,2013-06-25,Limifossoridae,present,HumanObservation,1,Madrepora,Limifossoridae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Limifossoridae,NA,"urn:lsid:marinespecies.org:taxname:13583, urn:lsid:itis.gov:itis_tsn: 566902"
MC118_20130625_NA028048b,NA028-048b_5,2013-06-25,Nannastacidae,present,HumanObservation,1,Madrepora,Nannastacidae,Family,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,NA,"urn:lsid:marinespecies.org:taxname:110383, urn:lsid:itis.gov:itis_tsn: 90963"
MC118_20130625_NA028048b,NA028-048b_6,2013-06-25,Pseudotanaidae,present,HumanObservation,12,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028048b,NA028-048b_7,2013-06-25,Spionidae,present,HumanObservation,1,Madrepora,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC118_20130625_NA028048c,NA028-048c_1,2013-06-25,Cirratulidae,present,HumanObservation,1,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028048c,NA028-048c_2,2013-06-25,Naididae,present,HumanObservation,1,Madrepora,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
MC118_20130625_NA028048c,NA028-048c_3,2013-06-25,Pseudotanaidae,present,HumanObservation,1,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028048d,NA028-048d_1,2013-06-25,Cirratulidae,present,HumanObservation,2,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028048d,NA028-048d_2,2013-06-25,Cossuridae,present,HumanObservation,1,Madrepora,Cossuridae,Family,Animalia,Annelida,Polychaeta,NA,Cossuridae,NA,"urn:lsid:marinespecies.org:taxname:908, urn:lsid:itis.gov:itis_tsn: 67205"
MC118_20130625_NA028049a,NA028-049a_1,2013-06-25,Capitellidae,present,HumanObservation,5,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028049a,NA028-049a_2,2013-06-25,Dorvilleidae,present,HumanObservation,1,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028049a,NA028-049a_3,2013-06-25,Limifossoridae,present,HumanObservation,3,Madrepora,Limifossoridae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Limifossoridae,NA,"urn:lsid:marinespecies.org:taxname:13583, urn:lsid:itis.gov:itis_tsn: 566902"
MC118_20130625_NA028049a,NA028-049a_4,2013-06-25,Nephtyidae,present,HumanObservation,1,Madrepora,Nephtyidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,"urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010"
MC118_20130625_NA028049a,NA028-049a_5,2013-06-25,Paraonidae,present,HumanObservation,1,Madrepora,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
MC118_20130625_NA028049a,NA028-049a_6,2013-06-25,Pseudotanaidae,present,HumanObservation,29,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028049a,NA028-049a_7,2013-06-25,Spionidae,present,HumanObservation,1,Madrepora,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC118_20130625_NA028049a,NA028-049a_8,2013-06-25,Syllidae,present,HumanObservation,1,Madrepora,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC118_20130625_NA028049b,NA028-049b_1,2013-06-25,Amphinomidae,present,HumanObservation,1,Madrepora,Amphinomidae,Family,Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,NA,"urn:lsid:marinespecies.org:taxname:960, urn:lsid:itis.gov:itis_tsn: 65164"
MC118_20130625_NA028049b,NA028-049b_2,2013-06-25,Capitellidae,present,HumanObservation,6,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028049b,NA028-049b_3,2013-06-25,Cirratulidae,present,HumanObservation,1,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028049b,NA028-049b_4,2013-06-25,Dorvilleidae,present,HumanObservation,3,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
MC118_20130625_NA028049b,NA028-049b_5,2013-06-25,Nephtyidae,present,HumanObservation,1,Madrepora,Nephtyidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,"urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010"
MC118_20130625_NA028049b,NA028-049b_6,2013-06-25,Pseudotanaidae,present,HumanObservation,6,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028049c,NA028-049c_1,2013-06-25,Pilargidae,present,HumanObservation,2,Madrepora,Pilargidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,NA,"urn:lsid:marinespecies.org:taxname:15009, urn:lsid:itis.gov:itis_tsn: 65540"
MC118_20130625_NA028049d,NA028-049d_1,2013-06-25,Capitellidae,present,HumanObservation,1,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028051a,NA028-051a_1,2013-06-25,Apseudidae,present,HumanObservation,1,Madrepora,Apseudidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,NA,"urn:lsid:marinespecies.org:taxname:136153, urn:lsid:itis.gov:itis_tsn: 91163"
MC118_20130625_NA028051a,NA028-051a_2,2013-06-25,Cirratulidae,present,HumanObservation,1,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028051a,NA028-051a_3,2013-06-25,Paraonidae,present,HumanObservation,2,Madrepora,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
MC118_20130625_NA028051a,NA028-051a_4,2013-06-25,Pseudotanaidae,present,HumanObservation,17,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028051a,NA028-051a_5,2013-06-25,Syllidae,present,HumanObservation,4,Madrepora,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC118_20130625_NA028051b,NA028-051b_1,2013-06-25,Capitellidae,present,HumanObservation,1,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
MC118_20130625_NA028051b,NA028-051b_2,2013-06-25,Cirratulidae,present,HumanObservation,1,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028051b,NA028-051b_3,2013-06-25,Glyceridae,present,HumanObservation,1,Madrepora,Glyceridae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,NA,"urn:lsid:marinespecies.org:taxname:952, urn:lsid:itis.gov:itis_tsn: 66101"
MC118_20130625_NA028051b,NA028-051b_4,2013-06-25,Halacaridae,present,HumanObservation,1,Madrepora,Halacaridae,Family,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA,"urn:lsid:marinespecies.org:taxname:1484, urn:lsid:itis.gov:itis_tsn: 82771"
MC118_20130625_NA028051b,NA028-051b_5,2013-06-25,Limifossoridae,present,HumanObservation,1,Madrepora,Limifossoridae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Limifossoridae,NA,"urn:lsid:marinespecies.org:taxname:13583, urn:lsid:itis.gov:itis_tsn: 566902"
MC118_20130625_NA028051b,NA028-051b_6,2013-06-25,Lumbrineridae,present,HumanObservation,1,Madrepora,Lumbrineridae,Family,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,NA,"urn:lsid:marinespecies.org:taxname:967, urn:lsid:itis.gov:itis_tsn: 66335"
MC118_20130625_NA028051b,NA028-051b_7,2013-06-25,Naididae,present,HumanObservation,2,Madrepora,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
MC118_20130625_NA028051b,NA028-051b_8,2013-06-25,Paraonidae,present,HumanObservation,1,Madrepora,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
MC118_20130625_NA028051b,NA028-051b_9,2013-06-25,Pseudotanaidae,present,HumanObservation,7,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028051b,NA028-051b_10,2013-06-25,Syllidae,present,HumanObservation,2,Madrepora,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC118_20130625_NA028051c,NA028-051c_1,2013-06-25,Anthozoa,present,HumanObservation,1,Madrepora,Anthozoa,Subphylum,Animalia,Cnidaria,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1292, urn:lsid:itis.gov:itis_tsn: 51938"
MC118_20130625_NA028051c,NA028-051c_2,2013-06-25,Cirratulidae,present,HumanObservation,2,Madrepora,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC118_20130625_NA028051c,NA028-051c_3,2013-06-25,Pseudotanaidae,present,HumanObservation,1,Madrepora,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
MC118_20130625_NA028051d,NA028-051d_1,2013-06-25,Lumbrineridae,present,HumanObservation,1,Madrepora,Lumbrineridae,Family,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,NA,"urn:lsid:marinespecies.org:taxname:967, urn:lsid:itis.gov:itis_tsn: 66335"
MC118_20130625_NA028051d,NA028-051d_2,2013-06-25,Munnopsidae,present,HumanObservation,1,Madrepora,Munnopsidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Munnopsidae,NA,"urn:lsid:marinespecies.org:taxname:118264, urn:lsid:itis.gov:itis_tsn: 92999"
AT357_20130627_NA028084a,NA028-084a_1,2013-06-27,Bivalvia,present,HumanObservation,2,Madrepora,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
AT357_20130627_NA028084a,NA028-084a_2,2013-06-27,Colletteidae,present,HumanObservation,2,Madrepora,Colletteidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA,"urn:lsid:marinespecies.org:taxname:237595, urn:lsid:itis.gov:itis_tsn: 621525"
AT357_20130627_NA028084a,NA028-084a_3,2013-06-27,Dorvilleidae,present,HumanObservation,1,Madrepora,Dorvilleidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,"urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478"
AT357_20130627_NA028084a,NA028-084a_4,2013-06-27,Fauveliopsidae,present,HumanObservation,1,Madrepora,Fauveliopsidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,NA,"urn:lsid:marinespecies.org:taxname:978, urn:lsid:itis.gov:itis_tsn: 67298"
AT357_20130627_NA028084a,NA028-084a_5,2013-06-27,Macrostylidae,present,HumanObservation,2,Madrepora,Macrostylidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Macrostylidae,NA,"urn:lsid:marinespecies.org:taxname:118261, urn:lsid:itis.gov:itis_tsn: 92890"
AT357_20130627_NA028084a,NA028-084a_6,2013-06-27,Nephtyidae,present,HumanObservation,2,Madrepora,Nephtyidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,"urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010"
AT357_20130627_NA028084a,NA028-084a_7,2013-06-27,Prochaetodermatidae,present,HumanObservation,2,Madrepora,Prochaetodermatidae,Family,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,NA,"urn:lsid:marinespecies.org:taxname:23102, urn:lsid:itis.gov:itis_tsn: 79104"
AT357_20130627_NA028084a,NA028-084a_8,2013-06-27,Sigalionidae,present,HumanObservation,3,Madrepora,Sigalionidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,NA,"urn:lsid:marinespecies.org:taxname:943, urn:lsid:itis.gov:itis_tsn: 65072"
AT357_20130627_NA028084a,NA028-084a_9,2013-06-27,Spionidae,present,HumanObservation,1,Madrepora,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
AT357_20130627_NA028084b,NA028-084b_1,2013-06-27,Bivalvia,present,HumanObservation,1,Madrepora,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
AT357_20130627_NA028084b,NA028-084b_2,2013-06-27,Capitellidae,present,HumanObservation,1,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
AT357_20130627_NA028084b,NA028-084b_3,2013-06-27,Naididae,present,HumanObservation,2,Madrepora,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
AT357_20130627_NA028084b,NA028-084b_4,2013-06-27,Nemertea,present,HumanObservation,1,Madrepora,Nemertea,Phylum,Animalia,Nemertea,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:152391, urn:lsid:itis.gov:itis_tsn: 57411"
AT357_20130627_NA028084b,NA028-084b_5,2013-06-27,Nephtyidae,present,HumanObservation,1,Madrepora,Nephtyidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,NA,"urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010"
AT357_20130627_NA028084b,NA028-084b_6,2013-06-27,Tanaellidae,present,HumanObservation,2,Madrepora,Tanaellidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,NA,"urn:lsid:marinespecies.org:taxname:244585, urn:lsid:itis.gov:itis_tsn: 621527"
AT357_20130627_NA028084c,NA028-084c_1,2013-06-27,Capitellidae,present,HumanObservation,2,Madrepora,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
AT357_20130627_NA028084c,NA028-084c_2,2013-06-27,Paraonidae,present,HumanObservation,1,Madrepora,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
AT357_20130627_NA028084c,NA028-084c_3,2013-06-27,Tanaellidae,present,HumanObservation,1,Madrepora,Tanaellidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,NA,"urn:lsid:marinespecies.org:taxname:244585, urn:lsid:itis.gov:itis_tsn: 621527"
AT357_20130627_NA028084d,NA028-084d_1,2013-06-27,No individuals,absent,HumanObservation,0,Madrepora,NA,NA,NA,NA,NA,NA,NA,NA,"NA, urn:lsid:itis.gov:itis_tsn: NA"
AT357_20130627_NA028085a,NA028-085a_1,2013-06-27,Agathotanaidae,present,HumanObservation,1,Madrepora,Agathotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,NA,"urn:lsid:marinespecies.org:taxname:237594, urn:lsid:itis.gov:itis_tsn: 91688"
AT357_20130627_NA028085a,NA028-085a_2,2013-06-27,Ampharetidae,present,HumanObservation,1,Madrepora,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
AT357_20130627_NA028085a,NA028-085a_3,2013-06-27,Bivalvia,present,HumanObservation,2,Madrepora,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
AT357_20130627_NA028085a,NA028-085a_4,2013-06-27,Colletteidae,present,HumanObservation,2,Madrepora,Colletteidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA,"urn:lsid:marinespecies.org:taxname:237595, urn:lsid:itis.gov:itis_tsn: 621525"
AT357_20130627_NA028085a,NA028-085a_5,2013-06-27,Desmosomatidae,present,HumanObservation,7,Madrepora,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
AT357_20130627_NA028085a,NA028-085a_6,2013-06-27,Flabelligeridae,present,HumanObservation,1,Madrepora,Flabelligeridae,Family,Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,NA,"urn:lsid:marinespecies.org:taxname:976, urn:lsid:itis.gov:itis_tsn: 67224"
AT357_20130627_NA028085a,NA028-085a_7,2013-06-27,Glyceridae,present,HumanObservation,1,Madrepora,Glyceridae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,NA,"urn:lsid:marinespecies.org:taxname:952, urn:lsid:itis.gov:itis_tsn: 66101"
AT357_20130627_NA028085a,NA028-085a_8,2013-06-27,Lumbrineridae,present,HumanObservation,1,Madrepora,Lumbrineridae,Family,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,NA,"urn:lsid:marinespecies.org:taxname:967, urn:lsid:itis.gov:itis_tsn: 66335"
AT357_20130627_NA028085a,NA028-085a_9,2013-06-27,Macrostylidae,present,HumanObservation,1,Madrepora,Macrostylidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Macrostylidae,NA,"urn:lsid:marinespecies.org:taxname:118261, urn:lsid:itis.gov:itis_tsn: 92890"
